kdgd;kdbr;nmbr;juml;hrga;ttal;ordr;kdmr;kdgl;kdkm
CW4;00IDC-PLR;#TINTER 1000ML IDC-PALE RED;0;0;0;0;XXTIDC;TINTA;LT
CW5;00IDC-PLR;#TINTER 1000ML IDC-PALE RED;0;0;0;0;XXTIDC;TINTA;LT
CW6;00IDC-PLR;#TINTER 1000ML IDC-PALE RED;0;0;0;0;XXTIDC;TINTA;LT
CW7;00IDC-PLR;#TINTER 1000ML IDC-PALE RED;0;0;0;0;XXTIDC;TINTA;LT
CW8;00IDC-PLR;#TINTER 1000ML IDC-PALE RED;0;0;0;0;XXTIDC;TINTA;LT
GUDANG;00IDC-PLR;#TINTER 1000ML IDC-PALE RED;0;0;0;0;XXTIDC;TINTA;LT
CW1;00IDC-PLY;#TINTER 1000ML IDC PALE YELLOW;0;0;0;0;XXTIDC;TINTA;LT
CW2;00IDC-PLY;#TINTER 1000ML IDC PALE YELLOW;0;0;0;0;XXTIDC;TINTA;LT
CW3;00IDC-PLY;#TINTER 1000ML IDC PALE YELLOW;0;0;0;0;XXTIDC;TINTA;LT
CW4;00IDC-PLY;#TINTER 1000ML IDC PALE YELLOW;0;0;0;0;XXTIDC;TINTA;LT
CW5;00IDC-PLY;#TINTER 1000ML IDC PALE YELLOW;0;0;0;0;XXTIDC;TINTA;LT
CW6;00IDC-PLY;#TINTER 1000ML IDC PALE YELLOW;0;0;0;0;XXTIDC;TINTA;LT
CW7;00IDC-PLY;#TINTER 1000ML IDC PALE YELLOW;0;0;0;0;XXTIDC;TINTA;LT
CW8;00IDC-PLY;#TINTER 1000ML IDC PALE YELLOW;0;0;0;0;XXTIDC;TINTA;LT
GUDANG;00IDC-PLY;#TINTER 1000ML IDC PALE YELLOW;0;0;0;0;XXTIDC;TINTA;LT
CW1;00IDC-VIO;#TINTER 1000ML IDC-VIOLET;0;0;0;0;XXTIDC;TINTA;LT
CW2;00IDC-VIO;#TINTER 1000ML IDC-VIOLET;0;0;0;0;XXTIDC;TINTA;LT
CW3;00IDC-VIO;#TINTER 1000ML IDC-VIOLET;0;0;0;0;XXTIDC;TINTA;LT
CW4;00IDC-VIO;#TINTER 1000ML IDC-VIOLET;0;0;0;0;XXTIDC;TINTA;LT
CW5;00IDC-VIO;#TINTER 1000ML IDC-VIOLET;0;0;0;0;XXTIDC;TINTA;LT
CW6;00IDC-VIO;#TINTER 1000ML IDC-VIOLET;0;0;0;0;XXTIDC;TINTA;LT
CW7;00IDC-VIO;#TINTER 1000ML IDC-VIOLET;0;0;0;0;XXTIDC;TINTA;LT
CW8;00IDC-VIO;#TINTER 1000ML IDC-VIOLET;0;0;0;0;XXTIDC;TINTA;LT
GUDANG;00IDC-VIO;#TINTER 1000ML IDC-VIOLET;0;0;0;0;XXTIDC;TINTA;LT
CW1;00IDC-WHT;#TINTER 1000ML IDC WHITE;0;0;0;0;XXTIDC;TINTA;LT
CW2;00IDC-WHT;#TINTER 1000ML IDC WHITE;0;0;0;0;XXTIDC;TINTA;LT
CW3;00IDC-WHT;#TINTER 1000ML IDC WHITE;0;0;0;0;XXTIDC;TINTA;LT
CW4;00IDC-WHT;#TINTER 1000ML IDC WHITE;0;0;0;0;XXTIDC;TINTA;LT
CW5;00IDC-WHT;#TINTER 1000ML IDC WHITE;0;0;0;0;XXTIDC;TINTA;LT
CW6;00IDC-WHT;#TINTER 1000ML IDC WHITE;0;0;0;0;XXTIDC;TINTA;LT
CW7;00IDC-WHT;#TINTER 1000ML IDC WHITE;0;0;0;0;XXTIDC;TINTA;LT
CW8;00IDC-WHT;#TINTER 1000ML IDC WHITE;0;0;0;0;XXTIDC;TINTA;LT
GUDANG;00IDC-WHT;#TINTER 1000ML IDC WHITE;0;0;0;0;XXTIDC;TINTA;LT
CW1;00JTN-BD;#TINTER 1000ML JTN-BORDEAUX;0;0;0;0;XXTJT;TINTA;LT
CW2;00JTN-BD;#TINTER 1000ML JTN-BORDEAUX;0;0;0;0;XXTJT;TINTA;LT
CW5;00JTN-BD;#TINTER 1000ML JTN-BORDEAUX;0;0;0;0;XXTJT;TINTA;LT
GUDANG;00JTN-BD;#TINTER 1000ML JTN-BORDEAUX;0;0;0;0;XXTJT;TINTA;LT
CW1;00JTN-BF;#TINTER 1000ML JTN-BLUE CONCERETE;0;0;0;0;XXTJT;TINTA;LT
CW2;00JTN-BF;#TINTER 1000ML JTN-BLUE CONCERETE;0;0;0;0;XXTJT;TINTA;LT
CW5;00JTN-BF;#TINTER 1000ML JTN-BLUE CONCERETE;0;0;0;0;XXTJT;TINTA;LT
GUDANG;00JTN-BF;#TINTER 1000ML JTN-BLUE CONCERETE;0;0;0;0;XXTJT;TINTA;LT
CW1;00JTN-BS;#TINTER 1000ML JTN-BLUE STRONG;0;0;0;0;XXTJT;TINTA;LT
CW2;00JTN-BS;#TINTER 1000ML JTN-BLUE STRONG;0;0;0;0;XXTJT;TINTA;LT
CW5;00JTN-BS;#TINTER 1000ML JTN-BLUE STRONG;0;0;0;0;XXTJT;TINTA;LT
GUDANG;00JTN-BS;#TINTER 1000ML JTN-BLUE STRONG;0;0;0;0;XXTJT;TINTA;LT
CW1;00JTN-BV;#TINTER 1000ML JTN-BLUE WEAK;0;0;0;0;XXTJT;TINTA;LT
CW2;00JTN-BV;#TINTER 1000ML JTN-BLUE WEAK;0;0;0;0;XXTJT;TINTA;LT
CW5;00JTN-BV;#TINTER 1000ML JTN-BLUE WEAK;0;0;0;0;XXTJT;TINTA;LT
GUDANG;00JTN-BV;#TINTER 1000ML JTN-BLUE WEAK;0;0;0;0;XXTJT;TINTA;LT
CW1;00JTN-FS;#TINTER 1000ML JTN-VIOLET STRONG;0;0;0;0;XXTJT;TINTA;LT
CW2;00JTN-FS;#TINTER 1000ML JTN-VIOLET STRONG;0;0;0;0;XXTJT;TINTA;LT
CW5;00JTN-FS;#TINTER 1000ML JTN-VIOLET STRONG;0;0;0;0;XXTJT;TINTA;LT
GUDANG;00JTN-FS;#TINTER 1000ML JTN-VIOLET STRONG;0;0;0;0;XXTJT;TINTA;LT
CW1;00JTN-GI;#TINTER 1000ML JTN-YELLOW INTERIOR;0;0;0;0;XXTJT;TINTA;LT
CW2;00JTN-GI;#TINTER 1000ML JTN-YELLOW INTERIOR;0;0;0;0;XXTJT;TINTA;LT
CW5;00JTN-GI;#TINTER 1000ML JTN-YELLOW INTERIOR;0;0;0;0;XXTJT;TINTA;LT
GUDANG;00JTN-GI;#TINTER 1000ML JTN-YELLOW INTERIOR;0;0;0;0;XXTJT;TINTA;LT
CW1;00JTN-GO;#TINTER 1000ML JTN-YELLOW ORANGE;0;0;0;0;XXTJT;TINTA;LT
CW2;00JTN-GO;#TINTER 1000ML JTN-YELLOW ORANGE;0;0;0;0;XXTJT;TINTA;LT
CW5;00JTN-GO;#TINTER 1000ML JTN-YELLOW ORANGE;0;0;0;0;XXTJT;TINTA;LT
GUDANG;00JTN-GO;#TINTER 1000ML JTN-YELLOW ORANGE;0;0;0;0;XXTJT;TINTA;LT
CW1;00JTN-GS;#TINTER 1000ML JTN-GREEN STRONG;0;0;0;0;XXTJT;TINTA;LT
CW2;00JTN-GS;#TINTER 1000ML JTN-GREEN STRONG;0;0;0;0;XXTJT;TINTA;LT
CW5;00JTN-GS;#TINTER 1000ML JTN-GREEN STRONG;0;0;0;0;XXTJT;TINTA;LT
GUDANG;00JTN-GS;#TINTER 1000ML JTN-GREEN STRONG;0;0;0;0;XXTJT;TINTA;LT
CW1;00JTN-GV;#TINTER 1000ML JTN-GREEN WEAK;0;0;0;0;XXTJT;TINTA;LT
CW2;00JTN-GV;#TINTER 1000ML JTN-GREEN WEAK;0;0;0;0;XXTJT;TINTA;LT
CW5;00JTN-GV;#TINTER 1000ML JTN-GREEN WEAK;0;0;0;0;XXTJT;TINTA;LT
GUDANG;00JTN-GV;#TINTER 1000ML JTN-GREEN WEAK;0;0;0;0;XXTJT;TINTA;LT
CW1;00JTN-HT;#TINTER 1000ML JTN-WHITE;0;0;0;0;XXTJT;TINTA;LT
CW2;00JTN-HT;#TINTER 1000ML JTN-WHITE;0;0;0;0;XXTJT;TINTA;LT
CW5;00JTN-HT;#TINTER 1000ML JTN-WHITE;0;0;0;0;XXTJT;TINTA;LT
GUDANG;00JTN-HT;#TINTER 1000ML JTN-WHITE;0;0;0;0;XXTJT;TINTA;LT
CW1;00JTN-OK;#TINTER 1000ML JTN-ONCHRE;0;0;0;0;XXTJT;TINTA;LT
CW2;00JTN-OK;#TINTER 1000ML JTN-ONCHRE;0;0;0;0;XXTJT;TINTA;LT
CW5;00JTN-OK;#TINTER 1000ML JTN-ONCHRE;0;0;0;0;XXTJT;TINTA;LT
CW7;00JTN-OK;#TINTER 1000ML JTN-ONCHRE;0;0;0;0;XXTJT;TINTA;LT
GUDANG;00JTN-OK;#TINTER 1000ML JTN-ONCHRE;0;0;0;0;XXTJT;TINTA;LT
CW1;00JTN-RB;#TINTER 1000ML JTN-REDDISH BROWN;0;0;0;0;XXTJT;TINTA;LT
CW2;00JTN-RB;#TINTER 1000ML JTN-REDDISH BROWN;0;0;0;0;XXTJT;TINTA;LT
CW5;00JTN-RB;#TINTER 1000ML JTN-REDDISH BROWN;0;0;0;0;XXTJT;TINTA;LT
GUDANG;00JTN-RB;#TINTER 1000ML JTN-REDDISH BROWN;0;0;0;0;XXTJT;TINTA;LT
CW1;00JTN-RE;#TINTER 1000ML JTN-RED EXTERIOR;0;0;0;0;XXTJT;TINTA;LT
CW2;00JTN-RE;#TINTER 1000ML JTN-RED EXTERIOR;0;0;0;0;XXTJT;TINTA;LT
CW5;00JTN-RE;#TINTER 1000ML JTN-RED EXTERIOR;0;0;0;0;XXTJT;TINTA;LT
GUDANG;00JTN-RE;#TINTER 1000ML JTN-RED EXTERIOR;0;0;0;0;XXTJT;TINTA;LT
CW1;00JTN-RS;#TINTER 1000ML JTN-RED STRONG;0;0;0;0;XXTJT;TINTA;LT
CW2;00JTN-RS;#TINTER 1000ML JTN-RED STRONG;0;0;0;0;XXTJT;TINTA;LT
CW5;00JTN-RS;#TINTER 1000ML JTN-RED STRONG;0;0;0;0;XXTJT;TINTA;LT
GUDANG;00JTN-RS;#TINTER 1000ML JTN-RED STRONG;0;0;0;0;XXTJT;TINTA;LT
CW1;00JTN-RY;#TINTER 1000ML JTN-RED OXIDE YELLOW;0;0;0;0;XXTJT;TINTA;LT
CW2;00JTN-RY;#TINTER 1000ML JTN-RED OXIDE YELLOW;0;0;0;0;XXTJT;TINTA;LT
CW5;00JTN-RY;#TINTER 1000ML JTN-RED OXIDE YELLOW;0;0;0;0;XXTJT;TINTA;LT
GUDANG;00JTN-RY;#TINTER 1000ML JTN-RED OXIDE YELLOW;0;0;0;0;XXTJT;TINTA;LT
CW1;00JTN-SS;#TINTER 1000ML JTN-BLACK STRONG;0;0;0;0;XXTJT;TINTA;LT
CW2;00JTN-SS;#TINTER 1000ML JTN-BLACK STRONG;0;0;0;0;XXTJT;TINTA;LT
CW5;00JTN-SS;#TINTER 1000ML JTN-BLACK STRONG;0;0;0;0;XXTJT;TINTA;LT
CW1;00JTN-ST;#TINTER 1000ML JTN-BLACK;0;0;0;0;XXTJT;TINTA;LT
CW2;00JTN-ST;#TINTER 1000ML JTN-BLACK;0;0;0;0;XXTJT;TINTA;LT
CW5;00JTN-ST;#TINTER 1000ML JTN-BLACK;0;0;0;0;XXTJT;TINTA;LT
GUDANG;00JTN-ST;#TINTER 1000ML JTN-BLACK;0;0;0;0;XXTJT;TINTA;LT
CW1;00JTN-SV;#TINTER 1000ML JTN-BLACK WEAK;0;0;0;0;XXTJT;TINTA;LT
CW2;00JTN-SV;#TINTER 1000ML JTN-BLACK WEAK;0;0;0;0;XXTJT;TINTA;LT
CW5;00JTN-SV;#TINTER 1000ML JTN-BLACK WEAK;0;0;0;0;XXTJT;TINTA;LT
GUDANG;00JTN-SV;#TINTER 1000ML JTN-BLACK WEAK;0;0;0;0;XXTJT;TINTA;LT
CW1;00JTN-YC;#TINTER 1000ML JTN-YELLOW CONCRETE;0;0;0;0;XXTJT;TINTA;LT
CW2;00JTN-YC;#TINTER 1000ML JTN-YELLOW CONCRETE;0;0;0;0;XXTJT;TINTA;LT
CW5;00JTN-YC;#TINTER 1000ML JTN-YELLOW CONCRETE;0;0;0;0;XXTJT;TINTA;LT
GUDANG;00JTN-YC;#TINTER 1000ML JTN-YELLOW CONCRETE;0;0;0;0;XXTJT;TINTA;LT
CW2;00KMT-BLK;#TINTER 1000ML KMT-BLACK;0;0;0;0;XXTKMTN;TINTA;LT
CW3;00KMT-BLK;#TINTER 1000ML KMT-BLACK;0;0;0;0;XXTKMTN;TINTA;LT
CW5;00KMT-BLK;#TINTER 1000ML KMT-BLACK;0;0;0;0;XXTKMTN;TINTA;LT
GUDANG;00KMT-BLK;#TINTER 1000ML KMT-BLACK;0;0;0;0;XXTKMTN;TINTA;LT
CW1;00KMT-BLU;#TINTER 1000ML KMT-BLUE;0;0;0;0;XXTKMTN;TINTA;LT
CW2;00KMT-BLU;#TINTER 1000ML KMT-BLUE;0;0;0;0;XXTKMTN;TINTA;LT
CW3;00KMT-BLU;#TINTER 1000ML KMT-BLUE;0;0;0;0;XXTKMTN;TINTA;LT
CW4;00KMT-BLU;#TINTER 1000ML KMT-BLUE;0;0;0;0;XXTKMTN;TINTA;LT
GUDANG;00KMT-BLU;#TINTER 1000ML KMT-BLUE;0;0;0;0;XXTKMTN;TINTA;LT
CW1;00KMT-GRN;#TINTER 1000ML KMT-GREEN;0;0;0;0;XXTKMTN;TINTA;LT
CW2;00KMT-GRN;#TINTER 1000ML KMT-GREEN;0;0;0;0;XXTKMTN;TINTA;LT
CW3;00KMT-GRN;#TINTER 1000ML KMT-GREEN;0;0;0;0;XXTKMTN;TINTA;LT
CW5;00KMT-GRN;#TINTER 1000ML KMT-GREEN;0;0;0;0;XXTKMTN;TINTA;LT
GUDANG;00KMT-GRN;#TINTER 1000ML KMT-GREEN;0;0;0;0;XXTKMTN;TINTA;LT
CW1;00KMT-MAG;#TINTER 1000ML KMT-MAGENTA;0;0;0;0;XXTKMTN;TINTA;LT
CW2;00KMT-MAG;#TINTER 1000ML KMT-MAGENTA;0;0;0;0;XXTKMTN;TINTA;LT
CW3;00KMT-MAG;#TINTER 1000ML KMT-MAGENTA;0;0;0;0;XXTKMTN;TINTA;LT
CW4;00KMT-MAG;#TINTER 1000ML KMT-MAGENTA;0;0;0;0;XXTKMTN;TINTA;LT
CW5;00KMT-MAG;#TINTER 1000ML KMT-MAGENTA;0;0;0;0;XXTKMTN;TINTA;LT
GUDANG;00KMT-MAG;#TINTER 1000ML KMT-MAGENTA;0;0;0;0;XXTKMTN;TINTA;LT
CW2;00KMT-RED;#TINTER 1000ML KMT-RED;0;0;0;0;XXTKMTN;TINTA;LT
GUDANG;00KMT-RED;#TINTER 1000ML KMT-RED;0;0;0;0;XXTKMTN;TINTA;LT
CW1;00KMT-ROX;#TINTER 1000ML KMT-RED OXIDE;0;0;0;0;XXTKMTN;TINTA;LT
CW2;00KMT-ROX;#TINTER 1000ML KMT-RED OXIDE;0;0;0;0;XXTKMTN;TINTA;LT
CW3;00KMT-ROX;#TINTER 1000ML KMT-RED OXIDE;0;0;0;0;XXTKMTN;TINTA;LT
GUDANG;00KMT-ROX;#TINTER 1000ML KMT-RED OXIDE;0;0;0;0;XXTKMTN;TINTA;LT
RUSAK;00KMT-ROX;#TINTER 1000ML KMT-RED OXIDE;0;0;0;0;XXTKMTN;TINTA;LT
CW2;00KMT-RUM;#TINTER 1000ML KMT-RAW UMBER;0;0;0;0;XXTKMTN;TINTA;LT
CW3;00KMT-RUM;#TINTER 1000ML KMT-RAW UMBER;0;0;0;0;XXTKMTN;TINTA;LT
GUDANG;00KMT-RUM;#TINTER 1000ML KMT-RAW UMBER;0;0;0;0;XXTKMTN;TINTA;LT
RUSAK;00KMT-RUM;#TINTER 1000ML KMT-RAW UMBER;0;0;0;0;XXTKMTN;TINTA;LT
CW1;00KMT-VIO;#TINTER 1000ML KMT-VIOLET;0;0;0;0;XXTKMTN;TINTA;LT
CW2;00KMT-VIO;#TINTER 1000ML KMT-VIOLET;0;0;0;0;XXTKMTN;TINTA;LT
CW5;00KMT-VIO;#TINTER 1000ML KMT-VIOLET;0;0;0;0;XXTKMTN;TINTA;LT
GUDANG;00KMT-VIO;#TINTER 1000ML KMT-VIOLET;0;0;0;0;XXTKMTN;TINTA;LT
CW2;00KMT-WHT;#TINTER 1000ML KMT-WHITE;0;0;0;0;XXTKMTN;TINTA;LT
CW3;00KMT-WHT;#TINTER 1000ML KMT-WHITE;0;0;0;0;XXTKMTN;TINTA;LT
CW5;00KMT-WHT;#TINTER 1000ML KMT-WHITE;0;0;0;0;XXTKMTN;TINTA;LT
GUDANG;00KMT-WHT;#TINTER 1000ML KMT-WHITE;0;0;0;0;XXTKMTN;TINTA;LT
CW2;00KMT-YEL;#TINTER 1000ML KMT-YELLOW;0;0;0;0;XXTKMTN;TINTA;LT
CW3;00KMT-YEL;#TINTER 1000ML KMT-YELLOW;0;0;0;0;XXTKMTN;TINTA;LT
CW5;00KMT-YEL;#TINTER 1000ML KMT-YELLOW;0;0;0;0;XXTKMTN;TINTA;LT
GUDANG;00KMT-YEL;#TINTER 1000ML KMT-YELLOW;0;0;0;0;XXTKMTN;TINTA;LT
RUSAK;00KMT-YEL;#TINTER 1000ML KMT-YELLOW;0;0;0;0;XXTKMTN;TINTA;LT
CW1;00KMT-YOX;#TINTER 1000ML KMT-YELLOW OXIDE;0;0;0;0;XXTKMTN;TINTA;LT
CW2;00KMT-YOX;#TINTER 1000ML KMT-YELLOW OXIDE;0;0;0;0;XXTKMTN;TINTA;LT
CW3;00KMT-YOX;#TINTER 1000ML KMT-YELLOW OXIDE;0;0;0;0;XXTKMTN;TINTA;LT
GUDANG;00KMT-YOX;#TINTER 1000ML KMT-YELLOW OXIDE;0;0;0;0;XXTKMTN;TINTA;LT
CW1;00MWL-FT;#TINTER 1000ML MWL-VIOLET (VL);0;0;0;0;XXTMWL;TINTA;LT
CW3;00MWL-FT;#TINTER 1000ML MWL-VIOLET (VL);0;0;0;0;XXTMWL;TINTA;LT
CW5;00MWL-FT;#TINTER 1000ML MWL-VIOLET (VL);0;0;0;0;XXTMWL;TINTA;LT
CW8;00MWL-FT;#TINTER 1000ML MWL-VIOLET (VL);0;0;0;0;XXTMWL;TINTA;LT
GUDANG;00MWL-FT;#TINTER 1000ML MWL-VIOLET (VL);0;0;0;0;XXTMWL;TINTA;LT
CW1;00MWL-KS;#TINTER 1000ML MWL- YELLOW(YL);0;0;0;0;XXTMWL;TINTA;LT
CW2;00MWL-KS;#TINTER 1000ML MWL- YELLOW(YL);0;0;0;0;XXTMWL;TINTA;LT
CW3;00MWL-KS;#TINTER 1000ML MWL- YELLOW(YL);0;0;0;0;XXTMWL;TINTA;LT
CW4;00MWL-KS;#TINTER 1000ML MWL- YELLOW(YL);0;0;0;0;XXTMWL;TINTA;LT
CW5;00MWL-KS;#TINTER 1000ML MWL- YELLOW(YL);0;0;0;0;XXTMWL;TINTA;LT
CW8;00MWL-KS;#TINTER 1000ML MWL- YELLOW(YL);0;0;0;0;XXTMWL;TINTA;LT
GUDANG;00MWL-KS;#TINTER 1000ML MWL- YELLOW(YL);0;0;0;0;XXTMWL;TINTA;LT
CW1;00MWL-LS;#TINTER 1000ML MWL-DARK GREEN(DG);0;0;0;0;XXTMWL;TINTA;LT
CW3;00MWL-LS;#TINTER 1000ML MWL-DARK GREEN(DG);0;0;0;0;XXTMWL;TINTA;LT
CW5;00MWL-LS;#TINTER 1000ML MWL-DARK GREEN(DG);0;0;0;0;XXTMWL;TINTA;LT
CW8;00MWL-LS;#TINTER 1000ML MWL-DARK GREEN(DG);0;0;0;0;XXTMWL;TINTA;LT
GUDANG;00MWL-LS;#TINTER 1000ML MWL-DARK GREEN(DG);0;0;0;0;XXTMWL;TINTA;LT
CW1;00MWL-LT;#TINTER 1000ML MWL- GREEN(LG);0;0;0;0;XXTMWL;TINTA;LT
CW2;00MWL-LT;#TINTER 1000ML MWL- GREEN(LG);0;0;0;0;XXTMWL;TINTA;LT
CW3;00MWL-LT;#TINTER 1000ML MWL- GREEN(LG);0;0;0;0;XXTMWL;TINTA;LT
CW4;00MWL-LT;#TINTER 1000ML MWL- GREEN(LG);0;0;0;0;XXTMWL;TINTA;LT
CW5;00MWL-LT;#TINTER 1000ML MWL- GREEN(LG);0;0;0;0;XXTMWL;TINTA;LT
CW8;00MWL-LT;#TINTER 1000ML MWL- GREEN(LG);0;0;0;0;XXTMWL;TINTA;LT
GUDANG;00MWL-LT;#TINTER 1000ML MWL- GREEN(LG);0;0;0;0;XXTMWL;TINTA;LT
CW1;00MWL-MM;#TINTER 1000ML MWL-MAGENTA (MM);0;0;0;0;XXTMWL;TINTA;LT
CW3;00MWL-MM;#TINTER 1000ML MWL-MAGENTA (MM);0;0;0;0;XXTMWL;TINTA;LT
GUDANG;00MWL-MM;#TINTER 1000ML MWL-MAGENTA (MM);0;0;0;0;XXTMWL;TINTA;LT
CW1;00MWL-MS;#TINTER 1000ML MWL-DARK BLUE(DB);0;0;0;0;XXTMWL;TINTA;LT
CW3;00MWL-MS;#TINTER 1000ML MWL-DARK BLUE(DB);0;0;0;0;XXTMWL;TINTA;LT
CW4;00MWL-MS;#TINTER 1000ML MWL-DARK BLUE(DB);0;0;0;0;XXTMWL;TINTA;LT
CW5;00MWL-MS;#TINTER 1000ML MWL-DARK BLUE(DB);0;0;0;0;XXTMWL;TINTA;LT
CW8;00MWL-MS;#TINTER 1000ML MWL-DARK BLUE(DB);0;0;0;0;XXTMWL;TINTA;LT
GUDANG;00MWL-MS;#TINTER 1000ML MWL-DARK BLUE(DB);0;0;0;0;XXTMWL;TINTA;LT
CW1;00MWL-MT;#TINTER 1000ML MWL-LIGHT BLUE(LB);0;0;0;0;XXTMWL;TINTA;LT
CW2;00MWL-MT;#TINTER 1000ML MWL-LIGHT BLUE(LB);0;0;0;0;XXTMWL;TINTA;LT
CW3;00MWL-MT;#TINTER 1000ML MWL-LIGHT BLUE(LB);0;0;0;0;XXTMWL;TINTA;LT
CW4;00MWL-MT;#TINTER 1000ML MWL-LIGHT BLUE(LB);0;0;0;0;XXTMWL;TINTA;LT
CW5;00MWL-MT;#TINTER 1000ML MWL-LIGHT BLUE(LB);0;0;0;0;XXTMWL;TINTA;LT
CW8;00MWL-MT;#TINTER 1000ML MWL-LIGHT BLUE(LB);0;0;0;0;XXTMWL;TINTA;LT
GUDANG;00MWL-MT;#TINTER 1000ML MWL-LIGHT BLUE(LB);0;0;0;0;XXTMWL;TINTA;LT
CW1;00MWL-PT;#TINTER 1000ML MWL-ORGANIC EXT RED(OR);0;0;0;0;XXTMWL;TINTA;LT
CW2;00MWL-PT;#TINTER 1000ML MWL-ORGANIC EXT RED(OR);0;0;0;0;XXTMWL;TINTA;LT
CW3;00MWL-PT;#TINTER 1000ML MWL-ORGANIC EXT RED(OR);0;0;0;0;XXTMWL;TINTA;LT
CW5;00MWL-PT;#TINTER 1000ML MWL-ORGANIC EXT RED(OR);0;0;0;0;XXTMWL;TINTA;LT
CW8;00MWL-PT;#TINTER 1000ML MWL-ORGANIC EXT RED(OR);0;0;0;0;XXTMWL;TINTA;LT
GUDANG;00MWL-PT;#TINTER 1000ML MWL-ORGANIC EXT RED(OR);0;0;0;0;XXTMWL;TINTA;LT
CW1;00MWL-RS;#TINTER 1000ML MWL-RED (RD);0;0;0;0;XXTMWL;TINTA;LT
CW5;00MWL-RS;#TINTER 1000ML MWL-RED (RD);0;0;0;0;XXTMWL;TINTA;LT
CW8;00MWL-RS;#TINTER 1000ML MWL-RED (RD);0;0;0;0;XXTMWL;TINTA;LT
GUDANG;00MWL-RS;#TINTER 1000ML MWL-RED (RD);0;0;0;0;XXTMWL;TINTA;LT
CW1;00MWL-RT;#TINTER 1000ML MWL-YELLOW OXIDE(YO);0;0;0;0;XXTMWL;TINTA;LT
CW2;00MWL-RT;#TINTER 1000ML MWL-YELLOW OXIDE(YO);0;0;0;0;XXTMWL;TINTA;LT
CW8;00MWL-RT;#TINTER 1000ML MWL-YELLOW OXIDE(YO);0;0;0;0;XXTMWL;TINTA;LT
GUDANG;00MWL-RT;#TINTER 1000ML MWL-YELLOW OXIDE(YO);0;0;0;0;XXTMWL;TINTA;LT
CW1;00MWL-ST;#TINTER 1000ML MWL-BROWN OXIDE(BO);0;0;0;0;XXTMWL;TINTA;LT
CW2;00MWL-ST;#TINTER 1000ML MWL-BROWN OXIDE(BO);0;0;0;0;XXTMWL;TINTA;LT
CW3;00MWL-ST;#TINTER 1000ML MWL-BROWN OXIDE(BO);0;0;0;0;XXTMWL;TINTA;LT
CW8;00MWL-ST;#TINTER 1000ML MWL-BROWN OXIDE(BO);0;0;0;0;XXTMWL;TINTA;LT
GUDANG;00MWL-ST;#TINTER 1000ML MWL-BROWN OXIDE(BO);0;0;0;0;XXTMWL;TINTA;LT
CW1;00MWL-TT;#TINTER 1000ML MWL-BLACK (BK);0;0;0;0;XXTMWL;TINTA;LT
CW3;00MWL-TT;#TINTER 1000ML MWL-BLACK (BK);0;0;0;0;XXTMWL;TINTA;LT
CW4;00MWL-TT;#TINTER 1000ML MWL-BLACK (BK);0;0;0;0;XXTMWL;TINTA;LT
CW8;00MWL-TT;#TINTER 1000ML MWL-BLACK (BK);0;0;0;0;XXTMWL;TINTA;LT
GUDANG;00MWL-TT;#TINTER 1000ML MWL-BLACK (BK);0;0;0;0;XXTMWL;TINTA;LT
CW1;00MWL-US;#TINTER 1000ML MWL-ORANGE YELLOW(OY);0;0;0;0;XXTMWL;TINTA;LT
CW3;00MWL-US;#TINTER 1000ML MWL-ORANGE YELLOW(OY);0;0;0;0;XXTMWL;TINTA;LT
CW4;00MWL-US;#TINTER 1000ML MWL-ORANGE YELLOW(OY);0;0;0;0;XXTMWL;TINTA;LT
GUDANG;00MWL-US;#TINTER 1000ML MWL-ORANGE YELLOW(OY);0;0;0;0;XXTMWL;TINTA;LT
CW1;00MWL-VT;#TINTER 1000ML MWL-RED OXIDE(RO);0;0;0;0;XXTMWL;TINTA;LT
CW4;00MWL-VT;#TINTER 1000ML MWL-RED OXIDE(RO);0;0;0;0;XXTMWL;TINTA;LT
CW5;00MWL-VT;#TINTER 1000ML MWL-RED OXIDE(RO);0;0;0;0;XXTMWL;TINTA;LT
GUDANG;00MWL-VT;#TINTER 1000ML MWL-RED OXIDE(RO);0;0;0;0;XXTMWL;TINTA;LT
CW1;00MWL-XT;#TINTER 1000ML MWL-WHITE(WT);0;0;0;0;XXTMWL;TINTA;LT
CW2;00MWL-XT;#TINTER 1000ML MWL-WHITE(WT);0;0;0;0;XXTMWL;TINTA;LT
CW3;00MWL-XT;#TINTER 1000ML MWL-WHITE(WT);0;0;0;0;XXTMWL;TINTA;LT
CW4;00MWL-XT;#TINTER 1000ML MWL-WHITE(WT);0;0;0;0;XXTMWL;TINTA;LT
CW5;00MWL-XT;#TINTER 1000ML MWL-WHITE(WT);0;0;0;0;XXTMWL;TINTA;LT
CW8;00MWL-XT;#TINTER 1000ML MWL-WHITE(WT);0;0;0;0;XXTMWL;TINTA;LT
GUDANG;00MWL-XT;#TINTER 1000ML MWL-WHITE(WT);0;0;0;0;XXTMWL;TINTA;LT
CW1;00MWL-ZT;#TINTER MOWILEX ZITRON YELLOW(ZT);0;0;0;0;XXTMWL;TINTA;LT
CW3;00MWL-ZT;#TINTER MOWILEX ZITRON YELLOW(ZT);0;0;0;0;XXTMWL;TINTA;LT
CW5;00MWL-ZT;#TINTER MOWILEX ZITRON YELLOW(ZT);0;0;0;0;XXTMWL;TINTA;LT
